8.377321509145001e-05,4.7440489694149996e-05,6.996997037035001e-05,0.00020823330740735,0.00014446003134320002
8.693181111105e-05,5.169316111105e-05,8.8152837037e-05,0.00018806877222219998,0.000117543924074
8.47673833333e-05,6.0820066666600006e-05,9.042122592590001e-05,0.00013605596296295,0.0001328248304876
8.069683518510001e-05,5.562369999995e-05,7.606961666665e-05,9.10697907407e-05,0.00012759933888884998
7.07639407407e-05,4.92774944444e-05,8.20064722222e-05,9.629204999995e-05,0.00012526651498545
8.441519259254999e-05,5.712336851845e-05,8.415956851845e-05,0.00010647793148139999,0.0001233835222222
7.805700740734999e-05,6.195027222220001e-05,9.199949629625e-05,0.0001226695888888,9.832014999995e-05
8.8589674074e-05,6.17878333333e-05,8.79393592592e-05,0.00011740206666665,7.292635186e-05
8.64388648148e-05,6.282714629624999e-05,8.162652592585e-05,0.0001147890777777,5.0641387037e-05
8.21207537037e-05,5.436388888885e-05,8.405854444439999e-05,9.802553333325e-05,9.094939629315e-05
8.71316944444e-05,5.6751463278100004e-05,8.83812037036e-05,0.00010707769999995,8.046596481475e-05
8.371035370365e-05,5.6075129629600004e-05,8.051167407405e-05,9.80005407407e-05,8.242187777775e-05
8.318722081855e-05,6.14400092592e-05,7.775982222219999e-05,0.0001212257,8.657295042625e-05
9.284389259255001e-05,6.30644629629e-05,8.310282407405e-05,0.0001109688537037,8.986663887284999e-05
8.560781481475001e-05,5.657101666665e-05,8.552149678145e-05,8.735775740735e-05,7.693270370365e-05
8.403481980560001e-05,5.781214259255e-05,9.031103518515e-05,9.169772222215e-05,5.78083899563e-05
9.124230853295001e-05,6.527489999995001e-05,8.107302293905e-05,0.00010048236481475,5.570569795345e-05
8.93019555555e-05,7.249218703699999e-05,7.925975370365001e-05,9.178008888885e-05,5.03055664747e-05
7.645228703695e-05,7.267763148145e-05,8.44247129629e-05,0.0001143314296296,4.890167222215e-05
7.95405944444e-05,7.22036777777e-05,8.09989333333e-05,9.378589074065e-05,4.9800276973199995e-05
7.00172259259e-05,7.95860833333e-05,8.775108148145001e-05,0.0001111449592592,5.743356111105e-05
9.355192407405e-05,8.334936111105e-05,7.94905555555e-05,0.00011019657962955,5.1661003703649995e-05
9.541333148145e-05,7.314391111105001e-05,8.182957962955e-05,7.49480333333e-05,5.81760629629e-05
7.775016691024999e-05,4.391995740735e-05,6.278094999995001e-05,6.001348278395e-05,4.76501722222e-05
0.0,0.0,0.0,0.0,0.0
3.807743148145e-05,2.73712074074e-05,3.887300925925e-05,2.11238296296e-05,2.138320925925e-05
8.901396481475e-05,6.881835740735e-05,8.63825537146e-05,7.924622407405e-05,5.7356682778700004e-05
8.41497351851e-05,5.2553868518499995e-05,8.126678518515e-05,7.01275055555e-05,5.508769283225e-05
8.82242314814e-05,6.522871481475e-05,8.052609259255001e-05,7.537337407399999e-05,5.277102037035e-05
9.85325237886e-05,6.62297518518e-05,8.081575925925001e-05,6.0931811111050006e-05,5.699750740735e-05
9.313624074070001e-05,6.983842962960001e-05,9.176422407400001e-05,8.554248333325e-05,6.150952037035001e-05
8.62821222222e-05,6.4032387037e-05,7.830762962955e-05,8.0150874074e-05,6.30086773817e-05
9.009073333325e-05,6.58727074074e-05,8.24409055555e-05,8.752832962955e-05,5.8585448148100005e-05
9.396668888885e-05,6.687786481475e-05,8.3879774074e-05,9.155144814804999e-05,5.936289629625e-05
0.00010148259054725,7.62762148148e-05,8.666086111104999e-05,8.0878374074e-05,6.25075222222e-05
8.52030239956e-05,8.357013812440001e-05,9.239738888885e-05,8.0830524074e-05,6.35960759259e-05
0.00010464165555550001,8.61857707016e-05,8.24905629629e-05,9.74898092592e-05,6.18425296296e-05
0.00010497526481475001,8.35158092592e-05,8.60857777777e-05,9.87960425925e-05,6.354779999989999e-05
0.0001097503567947,8.269699259255e-05,7.8576287037e-05,8.48599148148e-05,6.18677267458e-05
8.019267592585e-05,6.275768518509999e-05,6.02936462962e-05,5.039299853825e-05,4.48563193612e-05
0.0,0.0,0.0,0.0,0.0
2.742158518515e-05,2.28364611111e-05,3.431293518515e-05,2.20237833333e-05,2.34883128331e-05
0.00010717634239709999,7.766983333325e-05,7.63734944444e-05,6.22862722222e-05,6.0120412962949996e-05
9.357502777775e-05,0.0,7.546588333325001e-05,0.0,5.024830661615e-05
9.569663148140001e-05,0.0,7.100777962955e-05,0.0,5.943484259255e-05
8.99985018518e-05,0.0,9.29787055555e-05,0.0,6.64646903825e-05
9.183864999995e-05,0.0,8.794917037035e-05,0.0,0.00011326585740735
8.640829814809999e-05,0.0,0.00010282654629625,8.77522604575e-06,0.00014707863703695
8.968157874035e-05,5.73843166666e-05,9.52433111111e-05,0.0001117529211558,0.00020930551296289998
9.750290185179999e-05,6.638113518515001e-05,8.919293518515e-05,0.00010111529999995,0.00018393619444439998
9.67526481481e-05,6.38009907407e-05,9.17049999999e-05,9.324608333330001e-05,0.00012297053518515
0.00010217434999995,6.642147263755e-05,9.609776666660001e-05,0.00010736582407404999,0.00013646499629625
9.17232018518e-05,5.553455740735e-05,9.660273595135e-05,0.0001101298759259,0.00012428094074064998
0.0001038458759259,5.9742968518500003e-05,8.94322333333e-05,0.0001095212592592,8.220852222215e-05
8.870822777775001e-05,6.00097166666e-05,9.12236481481e-05,0.00010612033148145,7.8868224074e-05
0.0001020910222222,4.8930490740699997e-05,8.476685370364999e-05,0.00125553167222215,0.00051189486807745
0.00010232586481475,6.03533685185e-05,8.60873666666e-05,0.0001037867777777,9.467373159495e-05
9.214957222215e-05,5.3015637927050004e-05,8.66610703703e-05,8.30759074074e-05,0.00012927265740735
9.271315370365e-05,6.624286111105e-05,8.613103518515e-05,0.00011656139444439999,0.00015044494074065
7.014523518515e-05,5.64922166666e-05,9.11434518518e-05,9.923995740735e-05,0.000122186674074
8.837414999990001e-05,5.7413074074049995e-05,7.400163518515e-05,9.54785277777e-05,0.00013318216481480002
8.966205185179999e-05,5.59949907407e-05,8.36123759259e-05,9.402933148145e-05,0.00013409977777775002
9.068809999995001e-05,5.0092431481449997e-05,6.94147222222e-05,8.338199629625e-05,0.000100439024074
8.297930740735e-05,4.59694759259e-05,8.76972907407e-05,8.09896592592e-05,9.395319629625e-05
8.965833518515001e-05,4.861573518515e-05,7.02003611111e-05,8.672424444445e-05,7.72168037037e-05
8.640501296295e-05,5.2008733333249994e-05,9.879352222215e-05,8.35478111111e-05,7.673378518515e-05
7.86634722222e-05,5.207921481475e-05,0.00010811490925925001,6.84867777777e-05,6.73559203703e-05
8.12864851851e-05,5.06356129629e-05,7.244109999994999e-05,4.694972222215e-05,6.98756518518e-05
0.00010406636851845001,4.886713333325e-05,7.538243703699999e-05,4.8352824074e-05,6.868853518515e-05
7.832719999995e-05,5.24881074074e-05,8.98700018518e-05,4.6473262962900004e-05,6.57269555555e-05
7.253039259255001e-05,4.8663792592500005e-05,8.458362222215e-05,4.400602592585e-05,6.949454444439999e-05
