8.377321509145001e-05,4.7440489694149996e-05,6.996997037035001e-05
8.693181111105e-05,5.169316111105e-05,8.8152837037e-05
8.47673833333e-05,6.0820066666600006e-05,9.042122592590001e-05
8.069683518510001e-05,5.562369999995e-05,7.606961666665e-05
7.07639407407e-05,4.92774944444e-05,8.20064722222e-05
8.441519259254999e-05,5.712336851845e-05,8.415956851845e-05
7.805700740734999e-05,6.195027222220001e-05,9.199949629625e-05
8.8589674074e-05,6.17878333333e-05,8.79393592592e-05
8.64388648148e-05,6.282714629624999e-05,8.162652592585e-05
8.21207537037e-05,5.436388888885e-05,8.405854444439999e-05
8.71316944444e-05,5.6751463278100004e-05,8.83812037036e-05
8.371035370365e-05,5.6075129629600004e-05,8.051167407405e-05
8.318722081855e-05,6.14400092592e-05,7.775982222219999e-05
9.284389259255001e-05,6.30644629629e-05,8.310282407405e-05
8.560781481475001e-05,5.657101666665e-05,8.552149678145e-05
8.403481980560001e-05,5.781214259255e-05,9.031103518515e-05
9.124230853295001e-05,6.527489999995001e-05,8.107302293905e-05
8.93019555555e-05,7.249218703699999e-05,7.925975370365001e-05
7.645228703695e-05,7.267763148145e-05,8.44247129629e-05
7.95405944444e-05,7.22036777777e-05,8.09989333333e-05
7.00172259259e-05,7.95860833333e-05,8.775108148145001e-05
9.355192407405e-05,8.334936111105e-05,7.94905555555e-05
9.541333148145e-05,7.314391111105001e-05,8.182957962955e-05
7.775016691024999e-05,4.391995740735e-05,6.278094999995001e-05
0.0,0.0,0.0
3.807743148145e-05,2.73712074074e-05,3.887300925925e-05
8.901396481475e-05,6.881835740735e-05,8.63825537146e-05
8.41497351851e-05,5.2553868518499995e-05,8.126678518515e-05
8.82242314814e-05,6.522871481475e-05,8.052609259255001e-05
9.85325237886e-05,6.62297518518e-05,8.081575925925001e-05
9.313624074070001e-05,6.983842962960001e-05,9.176422407400001e-05
8.62821222222e-05,6.4032387037e-05,7.830762962955e-05
9.009073333325e-05,6.58727074074e-05,8.24409055555e-05
9.396668888885e-05,6.687786481475e-05,8.3879774074e-05
0.00010148259054725,7.62762148148e-05,8.666086111104999e-05
8.52030239956e-05,8.357013812440001e-05,9.239738888885e-05
0.00010464165555550001,8.61857707016e-05,8.24905629629e-05
0.00010497526481475001,8.35158092592e-05,8.60857777777e-05
0.0001097503567947,8.269699259255e-05,7.8576287037e-05
8.019267592585e-05,6.275768518509999e-05,6.02936462962e-05
0.0,0.0,0.0
2.742158518515e-05,2.28364611111e-05,3.431293518515e-05
0.00010717634239709999,7.766983333325e-05,7.63734944444e-05
9.357502777775e-05,0.0,7.546588333325001e-05
9.569663148140001e-05,0.0,7.100777962955e-05
8.99985018518e-05,0.0,9.29787055555e-05
9.183864999995e-05,0.0,8.794917037035e-05
8.640829814809999e-05,0.0,0.00010282654629625
8.968157874035e-05,5.73843166666e-05,9.52433111111e-05
9.750290185179999e-05,6.638113518515001e-05,8.919293518515e-05
9.67526481481e-05,6.38009907407e-05,9.17049999999e-05
0.00010217434999995,6.642147263755e-05,9.609776666660001e-05
9.17232018518e-05,5.553455740735e-05,9.660273595135e-05
0.0001038458759259,5.9742968518500003e-05,8.94322333333e-05
8.870822777775001e-05,6.00097166666e-05,9.12236481481e-05
0.0001020910222222,4.8930490740699997e-05,8.476685370364999e-05
0.00010232586481475,6.03533685185e-05,8.60873666666e-05
9.214957222215e-05,5.3015637927050004e-05,8.66610703703e-05
9.271315370365e-05,6.624286111105e-05,8.613103518515e-05
7.014523518515e-05,5.64922166666e-05,9.11434518518e-05
8.837414999990001e-05,5.7413074074049995e-05,7.400163518515e-05
8.966205185179999e-05,5.59949907407e-05,8.36123759259e-05
9.068809999995001e-05,5.0092431481449997e-05,6.94147222222e-05
8.297930740735e-05,4.59694759259e-05,8.76972907407e-05
8.965833518515001e-05,4.861573518515e-05,7.02003611111e-05
